Study_ID,Product_Name,Batch_ID,Time_Point_Month,Test_Date,Study_Type,Storage_Temperature,Storage_Humidity,Packaging_Type,Potency_%,Impurity_%,Moisture_%,Dissolution_%,Potency_Lower,Potency_Upper,Impurity_Upper,Dissolution_Lower
ST-024,Ibuprofen-400,B2023-736,24,2026-06-01,Long-term,25.0,60.0,Blister,88.24,1.871,1.35,90.9,95.0,105.0,1.0,80.0
ST-025,Metformin-XR,B2025-360,0,2025-01-31,Long-term,25.0,60.0,Bottle,99.45,0.069,2.84,92.7,95.0,105.0,1.0,80.0
ST-025,Metformin-XR,B2025-360,3,2025-05-01,Long-term,25.0,60.0,Bottle,98.27,0.247,2.52,98.9,95.0,105.0,1.0,80.0
ST-025,Metformin-XR,B2025-360,6,2025-07-30,Long-term,25.0,60.0,Bottle,96.83,0.395,1.1,99.9,95.0,105.0,1.0,80.0
ST-025,Metformin-XR,B2025-360,9,2025-10-28,Long-term,25.0,60.0,Bottle,95.68,0.552,1.47,90.2,95.0,105.0,1.0,80.0
ST-025,Metformin-XR,B2025-360,12,2026-01-26,Long-term,25.0,60.0,Bottle,94.2,0.727,2.22,95.6,95.0,105.0,1.0,80.0
ST-025,Metformin-XR,B2025-360,18,2026-07-25,Long-term,25.0,60.0,Bottle,91.48,1.034,2.71,97.5,95.0,105.0,1.0,80.0
ST-025,Metformin-XR,B2025-360,24,2027-01-21,Long-term,25.0,60.0,Bottle,89.28,1.354,2.27,92.0,95.0,105.0,1.0,80.0
ST-025,Metformin-XR,B2025-360,36,2028-01-16,Long-term,25.0,60.0,Bottle,84.07,2.002,1.63,91.3,95.0,105.0,1.0,80.0
ST-026,Ibuprofen-400,B2024-899,0,2024-09-17,Long-term,25.0,60.0,Bottle,99.74,0.169,2.02,99.6,95.0,105.0,1.0,80.0
ST-026,Ibuprofen-400,B2024-899,3,2024-12-16,Long-term,25.0,60.0,Bottle,98.47,0.421,2.29,98.2,95.0,105.0,1.0,80.0
ST-026,Ibuprofen-400,B2024-899,6,2025-03-16,Long-term,25.0,60.0,Bottle,96.92,0.67,1.19,99.3,95.0,105.0,1.0,80.0
ST-026,Ibuprofen-400,B2024-899,9,2025-06-14,Long-term,25.0,60.0,Bottle,95.5,0.9,1.83,99.1,95.0,105.0,1.0,80.0
ST-026,Ibuprofen-400,B2024-899,12,2025-09-12,Long-term,25.0,60.0,Bottle,93.88,1.183,2.7,94.9,95.0,105.0,1.0,80.0
ST-026,Ibuprofen-400,B2024-899,18,2026-03-11,Long-term,25.0,60.0,Bottle,90.79,1.657,1.99,95.1,95.0,105.0,1.0,80.0
ST-026,Ibuprofen-400,B2024-899,24,2026-09-07,Long-term,25.0,60.0,Bottle,87.91,2.168,2.22,95.3,95.0,105.0,1.0,80.0
ST-027,Omeparazole-20,B2025-119,0,2023-11-23,Long-term,25.0,60.0,Strip,100.6,0.158,2.78,93.4,95.0,105.0,1.0,80.0
ST-027,Omeparazole-20,B2025-119,3,2024-02-21,Long-term,25.0,60.0,Strip,99.82,0.237,1.69,97.3,95.0,105.0,1.0,80.0
ST-027,Omeparazole-20,B2025-119,6,2024-05-21,Long-term,25.0,60.0,Strip,99.23,0.343,2.17,95.5,95.0,105.0,1.0,80.0
ST-027,Omeparazole-20,B2025-119,9,2024-08-19,Long-term,25.0,60.0,Strip,98.58,0.393,2.24,97.7,95.0,105.0,1.0,80.0
ST-027,Omeparazole-20,B2025-119,12,2024-11-17,Long-term,25.0,60.0,Strip,98.36,0.478,2.65,95.1,95.0,105.0,1.0,80.0
ST-027,Omeparazole-20,B2025-119,18,2025-05-16,Long-term,25.0,60.0,Strip,97.05,0.614,1.26,99.7,95.0,105.0,1.0,80.0
ST-027,Omeparazole-20,B2025-119,24,2025-11-12,Long-term,25.0,60.0,Strip,96.12,0.785,2.33,92.3,95.0,105.0,1.0,80.0
ST-027,Omeparazole-20,B2025-119,36,2026-11-07,Long-term,25.0,60.0,Strip,93.83,1.1,1.18,97.7,95.0,105.0,1.0,80.0
ST-028,Para-500,B2024-779,0,2024-07-03,Long-term,25.0,60.0,Strip,99.31,0.112,1.81,92.4,95.0,105.0,1.0,80.0
ST-028,Para-500,B2024-779,3,2024-10-01,Long-term,25.0,60.0,Strip,98.61,0.166,1.15,91.5,95.0,105.0,1.0,80.0
ST-028,Para-500,B2024-779,6,2024-12-30,Long-term,25.0,60.0,Strip,97.97,0.212,2.94,90.2,95.0,105.0,1.0,80.0
ST-028,Para-500,B2024-779,9,2025-03-30,Long-term,25.0,60.0,Strip,97.39,0.284,2.18,97.8,95.0,105.0,1.0,80.0
ST-028,Para-500,B2024-779,12,2025-06-28,Long-term,25.0,60.0,Strip,96.92,0.323,2.35,95.1,95.0,105.0,1.0,80.0
ST-028,Para-500,B2024-779,18,2025-12-25,Long-term,25.0,60.0,Strip,95.79,0.445,1.33,93.4,95.0,105.0,1.0,80.0
ST-028,Para-500,B2024-779,24,2026-06-23,Long-term,25.0,60.0,Strip,94.41,0.548,2.54,97.8,95.0,105.0,1.0,80.0
ST-029,Amoxy-250,B2023-569,0,2023-11-06,Long-term,25.0,60.0,Blister,99.8,0.125,2.89,95.5,95.0,105.0,1.0,80.0
ST-029,Amoxy-250,B2023-569,3,2024-02-04,Long-term,25.0,60.0,Blister,99.28,0.188,2.02,94.8,95.0,105.0,1.0,80.0
ST-029,Amoxy-250,B2023-569,6,2024-05-04,Long-term,25.0,60.0,Blister,99.13,0.28,2.82,97.0,95.0,105.0,1.0,80.0
ST-029,Amoxy-250,B2023-569,9,2024-08-02,Long-term,25.0,60.0,Blister,98.37,0.346,1.41,97.1,95.0,105.0,1.0,80.0
ST-029,Amoxy-250,B2023-569,12,2024-10-31,Long-term,25.0,60.0,Blister,98.21,0.399,1.69,91.4,95.0,105.0,1.0,80.0
ST-029,Amoxy-250,B2023-569,18,2025-04-29,Long-term,25.0,60.0,Blister,97.12,0.537,2.86,92.0,95.0,105.0,1.0,80.0
ST-029,Amoxy-250,B2023-569,24,2025-10-26,Long-term,25.0,60.0,Blister,96.47,0.665,1.4,90.1,95.0,105.0,1.0,80.0
ST-029,Amoxy-250,B2023-569,36,2026-10-21,Long-term,25.0,60.0,Blister,94.66,0.94,1.03,92.1,95.0,105.0,1.0,80.0
ST-030,Para-500,B2025-475,0,2024-07-24,Long-term,25.0,60.0,Strip,100.66,0.073,2.55,93.1,95.0,105.0,1.0,80.0
ST-030,Para-500,B2025-475,3,2024-10-22,Long-term,25.0,60.0,Strip,99.27,0.367,1.15,93.0,95.0,105.0,1.0,80.0
ST-030,Para-500,B2025-475,6,2025-01-20,Long-term,25.0,60.0,Strip,97.94,0.642,1.81,94.7,95.0,105.0,1.0,80.0
ST-030,Para-500,B2025-475,9,2025-04-20,Long-term,25.0,60.0,Strip,96.48,0.938,1.27,99.7,95.0,105.0,1.0,80.0
ST-030,Para-500,B2025-475,12,2025-07-19,Long-term,25.0,60.0,Strip,95.3,1.254,1.64,94.8,95.0,105.0,1.0,80.0
ST-030,Para-500,B2025-475,18,2026-01-15,Long-term,25.0,60.0,Strip,92.67,1.81,1.63,93.7,95.0,105.0,1.0,80.0
ST-030,Para-500,B2025-475,24,2026-07-14,Long-term,25.0,60.0,Strip,90.12,2.425,1.52,94.9,95.0,105.0,1.0,80.0
ST-031,Ibuprofen-400,B2023-390,0,2023-06-07,Long-term,25.0,60.0,Strip,100.05,0.134,1.44,91.6,95.0,105.0,1.0,80.0
ST-031,Ibuprofen-400,B2023-390,3,2023-09-05,Long-term,25.0,60.0,Strip,99.49,0.186,2.5,90.6,95.0,105.0,1.0,80.0
ST-031,Ibuprofen-400,B2023-390,6,2023-12-04,Long-term,25.0,60.0,Strip,99.15,0.258,1.87,93.8,95.0,105.0,1.0,80.0
ST-031,Ibuprofen-400,B2023-390,9,2024-03-03,Long-term,25.0,60.0,Strip,98.5,0.365,1.14,95.7,95.0,105.0,1.0,80.0
ST-031,Ibuprofen-400,B2023-390,12,2024-06-01,Long-term,25.0,60.0,Strip,98.1,0.422,1.87,91.4,95.0,105.0,1.0,80.0
ST-031,Ibuprofen-400,B2023-390,18,2024-11-28,Long-term,25.0,60.0,Strip,97.3,0.566,2.65,95.5,95.0,105.0,1.0,80.0
ST-031,Ibuprofen-400,B2023-390,24,2025-05-27,Long-term,25.0,60.0,Strip,96.5,0.747,1.75,97.3,95.0,105.0,1.0,80.0
ST-032,Ibuprofen-400,B2023-792,0,2023-07-17,Long-term,25.0,60.0,Blister,100.03,0.119,2.04,90.2,95.0,105.0,1.0,80.0
ST-032,Ibuprofen-400,B2023-792,3,2023-10-15,Long-term,25.0,60.0,Blister,99.52,0.174,2.25,92.0,95.0,105.0,1.0,80.0
ST-032,Ibuprofen-400,B2023-792,6,2024-01-13,Long-term,25.0,60.0,Blister,99.08,0.2,2.71,93.3,95.0,105.0,1.0,80.0
ST-032,Ibuprofen-400,B2023-792,9,2024-04-12,Long-term,25.0,60.0,Blister,98.77,0.249,1.02,90.2,95.0,105.0,1.0,80.0
ST-032,Ibuprofen-400,B2023-792,12,2024-07-11,Long-term,25.0,60.0,Blister,97.94,0.264,1.48,92.9,95.0,105.0,1.0,80.0
ST-032,Ibuprofen-400,B2023-792,18,2025-01-07,Long-term,25.0,60.0,Blister,97.19,0.378,2.44,99.4,95.0,105.0,1.0,80.0
ST-032,Ibuprofen-400,B2023-792,24,2025-07-06,Long-term,25.0,60.0,Blister,96.17,0.44,1.9,91.0,95.0,105.0,1.0,80.0
ST-032,Ibuprofen-400,B2023-792,36,2026-07-01,Long-term,25.0,60.0,Blister,93.81,0.61,2.84,93.0,95.0,105.0,1.0,80.0
ST-033,Metformin-XR,B2025-615,0,2024-11-22,Long-term,25.0,60.0,Blister,100.16,0.053,2.95,90.4,95.0,105.0,1.0,80.0
ST-033,Metformin-XR,B2025-615,3,2025-02-20,Long-term,25.0,60.0,Blister,99.58,0.121,1.46,90.9,95.0,105.0,1.0,80.0
ST-033,Metformin-XR,B2025-615,6,2025-05-21,Long-term,25.0,60.0,Blister,98.92,0.14,2.53,93.7,95.0,105.0,1.0,80.0
ST-033,Metformin-XR,B2025-615,9,2025-08-19,Long-term,25.0,60.0,Blister,98.61,0.165,2.79,94.0,95.0,105.0,1.0,80.0
ST-033,Metformin-XR,B2025-615,12,2025-11-17,Long-term,25.0,60.0,Blister,98.23,0.232,1.19,92.6,95.0,105.0,1.0,80.0
ST-033,Metformin-XR,B2025-615,18,2026-05-16,Long-term,25.0,60.0,Blister,97.07,0.286,2.76,92.9,95.0,105.0,1.0,80.0
ST-033,Metformin-XR,B2025-615,24,2026-11-12,Long-term,25.0,60.0,Blister,96.17,0.354,2.06,98.9,95.0,105.0,1.0,80.0
ST-034,Ibuprofen-400,B2024-658,0,2023-12-10,Long-term,25.0,60.0,Blister,100.03,0.181,1.0,95.9,95.0,105.0,1.0,80.0
ST-034,Ibuprofen-400,B2024-658,3,2024-03-09,Long-term,25.0,60.0,Blister,99.66,0.246,2.79,92.1,95.0,105.0,1.0,80.0
ST-034,Ibuprofen-400,B2024-658,6,2024-06-07,Long-term,25.0,60.0,Blister,99.24,0.314,1.01,94.0,95.0,105.0,1.0,80.0
ST-034,Ibuprofen-400,B2024-658,9,2024-09-05,Long-term,25.0,60.0,Blister,99.19,0.401,2.63,96.0,95.0,105.0,1.0,80.0
ST-034,Ibuprofen-400,B2024-658,12,2024-12-04,Long-term,25.0,60.0,Blister,98.82,0.459,1.75,94.6,95.0,105.0,1.0,80.0
ST-034,Ibuprofen-400,B2024-658,18,2025-06-02,Long-term,25.0,60.0,Blister,98.03,0.599,1.71,93.6,95.0,105.0,1.0,80.0
ST-034,Ibuprofen-400,B2024-658,24,2025-11-29,Long-term,25.0,60.0,Blister,97.51,0.705,1.06,95.3,95.0,105.0,1.0,80.0
ST-034,Ibuprofen-400,B2024-658,36,2026-11-24,Long-term,25.0,60.0,Blister,96.03,0.967,1.97,98.3,95.0,105.0,1.0,80.0
ST-035,Para-500,B2023-865,0,2024-12-12,Long-term,25.0,60.0,Strip,100.37,0.066,2.82,90.3,95.0,105.0,1.0,80.0
ST-035,Para-500,B2023-865,3,2025-03-12,Long-term,25.0,60.0,Strip,99.67,0.153,2.73,95.7,95.0,105.0,1.0,80.0
ST-035,Para-500,B2023-865,6,2025-06-10,Long-term,25.0,60.0,Strip,99.48,0.209,1.12,90.3,95.0,105.0,1.0,80.0
ST-035,Para-500,B2023-865,9,2025-09-08,Long-term,25.0,60.0,Strip,95.81,0.752,1.23,95.0,95.0,105.0,1.0,80.0
ST-035,Para-500,B2023-865,12,2025-12-07,Long-term,25.0,60.0,Strip,98.59,0.328,1.65,98.7,95.0,105.0,1.0,80.0
ST-035,Para-500,B2023-865,18,2026-06-05,Long-term,25.0,60.0,Strip,97.6,0.441,1.79,92.4,95.0,105.0,1.0,80.0
ST-035,Para-500,B2023-865,24,2026-12-02,Long-term,25.0,60.0,Strip,96.47,0.576,2.85,92.4,95.0,105.0,1.0,80.0
ST-036,Para-500,B2024-152,0,2023-12-15,Long-term,25.0,60.0,Bottle,100.08,0.185,1.47,94.9,95.0,105.0,1.0,80.0
ST-036,Para-500,B2024-152,3,2024-03-14,Long-term,25.0,60.0,Bottle,99.75,0.251,2.56,99.8,95.0,105.0,1.0,80.0
ST-036,Para-500,B2024-152,6,2024-06-12,Long-term,25.0,60.0,Bottle,99.24,0.34,1.81,97.8,95.0,105.0,1.0,80.0
ST-036,Para-500,B2024-152,9,2024-09-10,Long-term,25.0,60.0,Bottle,99.05,0.406,2.16,92.5,95.0,105.0,1.0,80.0
ST-036,Para-500,B2024-152,12,2024-12-09,Long-term,25.0,60.0,Bottle,98.87,0.497,1.09,92.2,95.0,105.0,1.0,80.0
ST-036,Para-500,B2024-152,18,2025-06-07,Long-term,25.0,60.0,Bottle,98.29,0.679,2.4,95.2,95.0,105.0,1.0,80.0
ST-036,Para-500,B2024-152,24,2025-12-04,Long-term,25.0,60.0,Bottle,97.54,0.836,2.89,99.1,95.0,105.0,1.0,80.0
ST-036,Para-500,B2024-152,36,2026-11-29,Long-term,25.0,60.0,Bottle,96.4,1.153,2.29,99.0,95.0,105.0,1.0,80.0
ST-037,Ibuprofen-400,B2023-937,0,2024-02-27,Long-term,25.0,60.0,Bottle,99.58,0.176,1.49,92.2,95.0,105.0,1.0,80.0
ST-037,Ibuprofen-400,B2023-937,3,2024-05-27,Long-term,25.0,60.0,Bottle,98.96,0.247,3.0,92.7,95.0,105.0,1.0,80.0
ST-037,Ibuprofen-400,B2023-937,6,2024-08-25,Long-term,25.0,60.0,Bottle,98.7,0.295,1.45,97.5,95.0,105.0,1.0,80.0
ST-037,Ibuprofen-400,B2023-937,9,2024-11-23,Long-term,25.0,60.0,Bottle,98.35,0.325,1.79,97.5,95.0,105.0,1.0,80.0
ST-037,Ibuprofen-400,B2023-937,12,2025-02-21,Long-term,25.0,60.0,Bottle,97.69,0.365,2.78,94.6,95.0,105.0,1.0,80.0
ST-037,Ibuprofen-400,B2023-937,18,2025-08-20,Long-term,25.0,60.0,Bottle,97.27,0.458,1.72,95.7,95.0,105.0,1.0,80.0
ST-037,Ibuprofen-400,B2023-937,24,2026-02-16,Long-term,25.0,60.0,Bottle,96.26,0.553,2.89,91.2,95.0,105.0,1.0,80.0
ST-037,Ibuprofen-400,B2023-937,36,2027-02-11,Long-term,25.0,60.0,Bottle,94.59,0.754,1.01,92.4,95.0,105.0,1.0,80.0
ST-038,Ibuprofen-400,B2025-995,0,2025-02-06,Long-term,25.0,60.0,Bottle,100.13,0.131,2.45,91.0,95.0,105.0,1.0,80.0
ST-038,Ibuprofen-400,B2025-995,3,2025-05-07,Long-term,25.0,60.0,Bottle,99.69,0.202,1.42,97.8,95.0,105.0,1.0,80.0
ST-038,Ibuprofen-400,B2025-995,6,2025-08-05,Long-term,25.0,60.0,Bottle,98.78,0.263,2.92,94.3,95.0,105.0,1.0,80.0
ST-038,Ibuprofen-400,B2025-995,9,2025-11-03,Long-term,25.0,60.0,Bottle,98.44,0.373,1.44,90.1,95.0,105.0,1.0,80.0
ST-038,Ibuprofen-400,B2025-995,12,2026-02-01,Long-term,25.0,60.0,Bottle,97.83,0.429,2.97,97.5,95.0,105.0,1.0,80.0
ST-038,Ibuprofen-400,B2025-995,18,2026-07-31,Long-term,25.0,60.0,Bottle,96.99,0.592,2.28,91.7,95.0,105.0,1.0,80.0
ST-038,Ibuprofen-400,B2025-995,24,2027-01-27,Long-term,25.0,60.0,Bottle,95.89,0.732,1.26,90.5,95.0,105.0,1.0,80.0
ST-038,Ibuprofen-400,B2025-995,36,2028-01-22,Long-term,25.0,60.0,Bottle,93.77,1.061,2.9,99.1,95.0,105.0,1.0,80.0
ST-039,Para-500,B2025-594,0,2023-10-14,Long-term,25.0,60.0,Strip,100.67,0.143,1.73,94.7,95.0,105.0,1.0,80.0
ST-039,Para-500,B2025-594,3,2024-01-12,Long-term,25.0,60.0,Strip,99.12,0.461,1.45,92.7,95.0,105.0,1.0,80.0
ST-039,Para-500,B2025-594,6,2024-04-11,Long-term,25.0,60.0,Strip,97.83,0.735,1.6,93.4,95.0,105.0,1.0,80.0
ST-039,Para-500,B2025-594,9,2024-07-10,Long-term,25.0,60.0,Strip,96.23,1.052,1.68,94.5,95.0,105.0,1.0,80.0
ST-039,Para-500,B2025-594,12,2024-10-08,Long-term,25.0,60.0,Strip,94.77,1.326,1.44,95.8,95.0,105.0,1.0,80.0
ST-039,Para-500,B2025-594,18,2025-04-06,Long-term,25.0,60.0,Strip,91.61,1.907,1.05,94.6,95.0,105.0,1.0,80.0
ST-039,Para-500,B2025-594,24,2025-10-03,Long-term,25.0,60.0,Strip,88.66,2.493,1.52,93.7,95.0,105.0,1.0,80.0
ST-040,Omeparazole-20,B2024-951,0,2023-12-17,Long-term,25.0,60.0,Strip,99.75,0.14,1.72,99.1,95.0,105.0,1.0,80.0
ST-040,Omeparazole-20,B2024-951,3,2024-03-16,Long-term,25.0,60.0,Strip,99.5,0.165,1.66,94.6,95.0,105.0,1.0,80.0
ST-040,Omeparazole-20,B2024-951,6,2024-06-14,Long-term,25.0,60.0,Strip,99.2,0.228,1.44,92.2,95.0,105.0,1.0,80.0
ST-040,Omeparazole-20,B2024-951,9,2024-09-12,Long-term,25.0,60.0,Strip,98.62,0.235,2.59,97.1,95.0,105.0,1.0,80.0
ST-040,Omeparazole-20,B2024-951,12,2024-12-11,Long-term,25.0,60.0,Strip,98.21,0.282,2.78,99.3,95.0,105.0,1.0,80.0
ST-040,Omeparazole-20,B2024-951,18,2025-06-09,Long-term,25.0,60.0,Strip,97.74,0.353,1.47,93.9,95.0,105.0,1.0,80.0
ST-040,Omeparazole-20,B2024-951,24,2025-12-06,Long-term,25.0,60.0,Strip,96.77,0.432,2.79,98.5,95.0,105.0,1.0,80.0
ST-040,Omeparazole-20,B2024-951,36,2026-12-01,Long-term,25.0,60.0,Strip,95.6,0.573,2.77,96.7,95.0,105.0,1.0,80.0
ST-041,Para-500,B2024-313,0,2023-08-18,Long-term,25.0,60.0,Blister,100.25,0.13,2.86,90.9,95.0,105.0,1.0,80.0
ST-041,Para-500,B2024-313,3,2023-11-16,Long-term,25.0,60.0,Blister,99.9,0.145,1.15,90.5,95.0,105.0,1.0,80.0
ST-041,Para-500,B2024-313,6,2024-02-14,Long-term,25.0,60.0,Blister,99.71,0.201,2.86,96.0,95.0,105.0,1.0,80.0
ST-041,Para-500,B2024-313,9,2024-05-14,Long-term,25.0,60.0,Blister,99.05,0.233,1.16,99.0,95.0,105.0,1.0,80.0
ST-041,Para-500,B2024-313,12,2024-08-12,Long-term,25.0,60.0,Blister,98.68,0.263,2.75,93.9,95.0,105.0,1.0,80.0
ST-041,Para-500,B2024-313,18,2025-02-08,Long-term,25.0,60.0,Blister,97.86,0.337,2.76,97.3,95.0,105.0,1.0,80.0
ST-041,Para-500,B2024-313,24,2025-08-07,Long-term,25.0,60.0,Blister,97.37,0.397,2.6,99.1,95.0,105.0,1.0,80.0
ST-041,Para-500,B2024-313,36,2026-08-02,Long-term,25.0,60.0,Blister,95.73,0.562,2.73,93.3,95.0,105.0,1.0,80.0
ST-042,Amoxy-250,B2024-189,0,2024-09-12,Long-term,25.0,60.0,Strip,100.46,0.152,2.26,94.6,95.0,105.0,1.0,80.0
ST-042,Amoxy-250,B2024-189,3,2024-12-11,Long-term,25.0,60.0,Strip,99.93,0.179,1.96,94.2,95.0,105.0,1.0,80.0
ST-042,Amoxy-250,B2024-189,6,2025-03-11,Long-term,25.0,60.0,Strip,99.66,0.25,1.34,93.4,95.0,105.0,1.0,80.0
ST-042,Amoxy-250,B2024-189,9,2025-06-09,Long-term,25.0,60.0,Strip,99.26,0.307,1.09,93.5,95.0,105.0,1.0,80.0
ST-042,Amoxy-250,B2024-189,12,2025-09-07,Long-term,25.0,60.0,Strip,98.74,0.368,2.89,92.7,95.0,105.0,1.0,80.0
ST-042,Amoxy-250,B2024-189,18,2026-03-06,Long-term,25.0,60.0,Strip,97.8,0.484,2.0,90.4,95.0,105.0,1.0,80.0
ST-042,Amoxy-250,B2024-189,24,2026-09-02,Long-term,25.0,60.0,Strip,97.29,0.563,2.84,98.8,95.0,105.0,1.0,80.0
ST-043,Metformin-XR,B2023-848,0,2024-10-18,Long-term,25.0,60.0,Strip,101.07,0.191,2.55,99.2,95.0,105.0,1.0,80.0
ST-043,Metformin-XR,B2023-848,3,2025-01-16,Long-term,25.0,60.0,Strip,100.51,0.224,2.82,91.9,95.0,105.0,1.0,80.0
ST-043,Metformin-XR,B2023-848,6,2025-04-16,Long-term,25.0,60.0,Strip,100.16,0.261,2.16,96.4,95.0,105.0,1.0,80.0
ST-043,Metformin-XR,B2023-848,9,2025-07-15,Long-term,25.0,60.0,Strip,99.69,0.288,2.66,91.5,95.0,105.0,1.0,80.0
ST-043,Metformin-XR,B2023-848,12,2025-10-13,Long-term,25.0,60.0,Strip,99.4,0.334,2.15,98.1,95.0,105.0,1.0,80.0
ST-043,Metformin-XR,B2023-848,18,2026-04-11,Long-term,25.0,60.0,Strip,98.9,0.407,2.14,98.0,95.0,105.0,1.0,80.0
ST-043,Metformin-XR,B2023-848,24,2026-10-08,Long-term,25.0,60.0,Strip,98.08,0.465,1.31,92.9,95.0,105.0,1.0,80.0
ST-043,Metformin-XR,B2023-848,36,2027-10-03,Long-term,25.0,60.0,Strip,96.41,0.635,1.46,97.8,95.0,105.0,1.0,80.0
ST-044,Amoxy-250,B2024-153,0,2023-09-07,Long-term,25.0,60.0,Strip,99.23,0.047,2.78,91.1,95.0,105.0,1.0,80.0
ST-044,Amoxy-250,B2024-153,3,2023-12-06,Long-term,25.0,60.0,Strip,98.77,0.133,2.43,94.6,95.0,105.0,1.0,80.0
ST-044,Amoxy-250,B2024-153,6,2024-03-05,Long-term,25.0,60.0,Strip,98.3,0.173,2.08,97.0,95.0,105.0,1.0,80.0
ST-044,Amoxy-250,B2024-153,9,2024-06-03,Long-term,25.0,60.0,Strip,94.62,0.731,1.63,90.9,95.0,105.0,1.0,80.0
ST-044,Amoxy-250,B2024-153,12,2024-09-01,Long-term,25.0,60.0,Strip,97.53,0.291,2.43,97.4,95.0,105.0,1.0,80.0
ST-044,Amoxy-250,B2024-153,18,2025-02-28,Long-term,25.0,60.0,Strip,96.61,0.444,2.44,90.7,95.0,105.0,1.0,80.0
ST-044,Amoxy-250,B2024-153,24,2025-08-27,Long-term,25.0,60.0,Strip,95.39,0.557,1.73,91.7,95.0,105.0,1.0,80.0
ST-045,Ibuprofen-400,B2023-899,0,2023-08-16,Long-term,25.0,60.0,Blister,100.47,0.075,1.63,93.6,95.0,105.0,1.0,80.0
ST-045,Ibuprofen-400,B2023-899,3,2023-11-14,Long-term,25.0,60.0,Blister,100.25,0.159,2.53,96.2,95.0,105.0,1.0,80.0
ST-045,Ibuprofen-400,B2023-899,6,2024-02-12,Long-term,25.0,60.0,Blister,99.73,0.237,1.47,95.0,95.0,105.0,1.0,80.0
ST-045,Ibuprofen-400,B2023-899,9,2024-05-12,Long-term,25.0,60.0,Blister,99.35,0.335,1.14,99.9,95.0,105.0,1.0,80.0
ST-045,Ibuprofen-400,B2023-899,12,2024-08-10,Long-term,25.0,60.0,Blister,99.06,0.402,2.12,93.4,95.0,105.0,1.0,80.0
ST-045,Ibuprofen-400,B2023-899,18,2025-02-06,Long-term,25.0,60.0,Blister,98.57,0.572,1.17,90.3,95.0,105.0,1.0,80.0
ST-045,Ibuprofen-400,B2023-899,24,2025-08-05,Long-term,25.0,60.0,Blister,97.93,0.715,1.87,99.3,95.0,105.0,1.0,80.0
ST-046,Para-500,B2024-107,0,2023-11-22,Long-term,25.0,60.0,Bottle,100.87,0.101,2.42,94.4,95.0,105.0,1.0,80.0
ST-046,Para-500,B2024-107,3,2024-02-20,Long-term,25.0,60.0,Bottle,100.41,0.159,1.5,92.5,95.0,105.0,1.0,80.0
ST-046,Para-500,B2024-107,6,2024-05-20,Long-term,25.0,60.0,Bottle,99.73,0.267,2.23,92.1,95.0,105.0,1.0,80.0
ST-046,Para-500,B2024-107,9,2024-08-18,Long-term,25.0,60.0,Bottle,99.53,0.333,1.86,92.8,95.0,105.0,1.0,80.0
ST-046,Para-500,B2024-107,12,2024-11-16,Long-term,25.0,60.0,Bottle,99.01,0.411,1.13,97.0,95.0,105.0,1.0,80.0
ST-046,Para-500,B2024-107,18,2025-05-15,Long-term,25.0,60.0,Bottle,97.88,0.569,1.83,94.5,95.0,105.0,1.0,80.0
ST-046,Para-500,B2024-107,24,2025-11-11,Long-term,25.0,60.0,Bottle,96.83,0.717,1.76,92.1,95.0,105.0,1.0,80.0
ST-047,Metformin-XR,B2023-122,0,2025-01-03,Long-term,25.0,60.0,Strip,100.58,0.104,1.38,90.3,95.0,105.0,1.0,80.0
ST-047,Metformin-XR,B2023-122,3,2025-04-03,Long-term,25.0,60.0,Strip,99.53,0.324,2.04,96.3,95.0,105.0,1.0,80.0
ST-047,Metformin-XR,B2023-122,6,2025-07-02,Long-term,25.0,60.0,Strip,98.32,0.591,1.36,98.4,95.0,105.0,1.0,80.0
ST-047,Metformin-XR,B2023-122,9,2025-09-30,Long-term,25.0,60.0,Strip,96.97,0.849,1.78,98.7,95.0,105.0,1.0,80.0
ST-047,Metformin-XR,B2023-122,12,2025-12-29,Long-term,25.0,60.0,Strip,95.81,1.08,1.76,99.5,95.0,105.0,1.0,80.0
ST-047,Metformin-XR,B2023-122,18,2026-06-27,Long-term,25.0,60.0,Strip,93.16,1.591,1.12,93.3,95.0,105.0,1.0,80.0
ST-047,Metformin-XR,B2023-122,24,2026-12-24,Long-term,25.0,60.0,Strip,90.7,2.124,1.51,97.6,95.0,105.0,1.0,80.0
ST-048,Amoxy-250,B2025-659,0,2024-07-16,Long-term,25.0,60.0,Blister,99.88,0.053,1.91,98.3,95.0,105.0,1.0,80.0
ST-048,Amoxy-250,B2025-659,3,2024-10-14,Long-term,25.0,60.0,Blister,99.11,0.139,1.6,93.1,95.0,105.0,1.0,80.0
ST-048,Amoxy-250,B2025-659,6,2025-01-12,Long-term,25.0,60.0,Blister,98.7,0.207,1.67,98.6,95.0,105.0,1.0,80.0
ST-048,Amoxy-250,B2025-659,9,2025-04-12,Long-term,25.0,60.0,Blister,98.07,0.318,2.09,93.1,95.0,105.0,1.0,80.0
ST-048,Amoxy-250,B2025-659,12,2025-07-11,Long-term,25.0,60.0,Blister,97.63,0.393,1.44,95.2,95.0,105.0,1.0,80.0
ST-048,Amoxy-250,B2025-659,18,2026-01-07,Long-term,25.0,60.0,Blister,96.54,0.559,2.03,94.6,95.0,105.0,1.0,80.0
